TOWN_NM,VILL_NM,DPP,KMT,total_vote,eligible_vote,HSN_NM,year
　大安區,　　臨江里,0,1174,2417,3561,臺北市,2016
　大安區,　　法治里,0,1263,2487,3819,臺北市,2016
　大安區,　　全安里,0,1139,2407,3754,臺北市,2016
　大安區,　　群賢里,0,1702,3309,5060,臺北市,2016
　大安區,　　群英里,0,2434,4080,6038,臺北市,2016
　大安區,　　虎嘯里,0,971,2114,3222,臺北市,2016
　大安區,　　臥龍里,0,564,1075,1589,臺北市,2016
　大安區,　　龍淵里,0,2309,5073,7343,臺北市,2016
　大安區,　　龍門里,0,983,2363,3465,臺北市,2016
　大安區,　　大學里,0,1959,4754,7004,臺北市,2016
　大安區,　　芳和里,0,1551,3240,4967,臺北市,2016
　大安區,　　黎元里,0,1372,3103,4696,臺北市,2016
　大安區,　　黎孝里,0,2159,4534,6595,臺北市,2016
　大安區,　　黎和里,0,1362,2771,4178,臺北市,2016
　大安區,　　建安里,0,1263,2611,4166,臺北市,2016
　大安區,　　建倫里,0,1507,3228,5174,臺北市,2016
　大安區,　　敦安里,0,1368,3245,5141,臺北市,2016
　大安區,　　正聲里,0,1203,2576,4027,臺北市,2016
　大安區,　　敦煌里,0,1456,3302,4978,臺北市,2016
　大安區,　　華聲里,0,1060,2335,3589,臺北市,2016
　大安區,　　車層里,0,1452,3402,5319,臺北市,2016
　大安區,　　光信里,0,1857,4254,6436,臺北市,2016
　大安區,　　學府里,0,851,1560,2383,臺北市,2016
　松山區,　　慈祐里,0,1362,3826,6798,臺北市,2016
　松山區,　　吉祥里,0,2113,4750,7196,臺北市,2016
　松山區,　　新聚里,0,1880,4545,6730,臺北市,2016
　松山區,　　復盛里,0,1782,3788,5420,臺北市,2016
　松山區,　　中正里,0,1954,5034,7565,臺北市,2016
　松山區,　　中崙里,0,1010,2272,3328,臺北市,2016
　松山區,　　美仁里,0,827,1959,2818,臺北市,2016
　松山區,　　吉仁里,0,965,2197,3267,臺北市,2016
　松山區,　　敦化里,0,1657,3998,5667,臺北市,2016
　松山區,　　復源里,0,859,1811,2608,臺北市,2016
　松山區,　　復建里,0,1171,2475,3640,臺北市,2016
　松山區,　　復勢里,0,1389,3485,5098,臺北市,2016
　松山區,　　福成里,0,580,1495,2205,臺北市,2016
　信義區,　　西村里,0,1682,2720,5178,臺北市,2016
　信義區,　　正和里,0,1414,2669,3894,臺北市,2016
　信義區,　　興隆里,0,715,1497,2431,臺北市,2016
　信義區,　　中興里,0,846,1846,2941,臺北市,2016
　信義區,　　新仁里,0,969,1936,2896,臺北市,2016
　信義區,　　興雅里,0,1467,3316,4989,臺北市,2016
　信義區,　　敦厚里,0,1335,2924,4499,臺北市,2016
　信義區,　　廣居里,0,2055,4466,6559,臺北市,2016
　信義區,　　安康里,0,2438,5408,8342,臺北市,2016
　信義區,　　六藝里,0,888,2162,3123,臺北市,2016
　信義區,　　雅祥里,0,1097,2824,4212,臺北市,2016
　信義區,　　五常里,0,933,2160,3251,臺北市,2016
　信義區,　　五全里,0,1197,3114,4373,臺北市,2016
　信義區,　　永吉里,0,751,2308,3519,臺北市,2016
　信義區,　　長春里,0,984,2427,3646,臺北市,2016
　信義區,　　四育里,0,1311,3391,4920,臺北市,2016
　信義區,　　四維里,0,1402,3136,4717,臺北市,2016
　信義區,　　永春里,0,1121,2845,4237,臺北市,2016
　信義區,　　富台里,0,1336,2398,3683,臺北市,2016
　信義區,　　國業里,0,1838,4101,6170,臺北市,2016
　信義區,　　松隆里,0,558,1241,1990,臺北市,2016
　信義區,　　松友里,0,1724,3729,5674,臺北市,2016
　信義區,　　松光里,0,1184,2873,4312,臺北市,2016
　信義區,　　中坡里,0,1143,2651,3893,臺北市,2016
　信義區,　　中行里,0,1843,4649,6907,臺北市,2016
　信義區,　　大道里,0,1527,3740,5374,臺北市,2016
　信義區,　　大仁里,0,1063,2411,3554,臺北市,2016
　信義區,　　景新里,0,1414,2882,4334,臺北市,2016
　信義區,　　惠安里,0,2000,3791,5702,臺北市,2016
　信義區,　　三張里,0,2568,5162,7704,臺北市,2016
　信義區,　　三犁里,0,1472,2964,4512,臺北市,2016
　信義區,　　六合里,0,2057,3827,5896,臺北市,2016
　信義區,　　泰和里,0,2062,4330,6763,臺北市,2016
　信義區,　　景聯里,0,1286,2753,4005,臺北市,2016
　信義區,　　景勤里,0,1157,2363,3552,臺北市,2016
　信義區,　　雙和里,0,2106,4233,6099,臺北市,2016
　信義區,　　嘉興里,0,771,1861,2822,臺北市,2016
　信義區,　　黎順里,0,1109,2343,3656,臺北市,2016
　信義區,　　黎平里,0,1904,4085,6106,臺北市,2016
　信義區,　　黎忠里,0,1365,2845,4195,臺北市,2016
　信義區,　　黎安里,0,814,1264,1917,臺北市,2016
　中正區,　　水源里,0,717,1632,2588,臺北市,2016
　中正區,　　富水里,0,776,1324,2085,臺北市,2016
　中正區,　　文盛里,0,700,1538,2233,臺北市,2016
　中正區,　　林興里,0,1285,2489,3893,臺北市,2016
　中正區,　　河堤里,0,1358,2709,4022,臺北市,2016
　中正區,　　頂東里,0,1708,3615,5306,臺北市,2016
　中正區,　　網溪里,0,1647,3378,4993,臺北市,2016
　中正區,　　板溪里,0,917,1961,2929,臺北市,2016
　中正區,　　螢圃里,0,1566,3178,4730,臺北市,2016
　中正區,　　螢雪里,0,1250,2659,3870,臺北市,2016
　文山區,　　景行里,0,1557,3756,5625,臺北市,2016
　文山區,　　景東里,0,1966,3843,5785,臺北市,2016
　文山區,　　景美里,0,1396,2930,4254,臺北市,2016
　文山區,　　景慶里,0,1701,3616,5458,臺北市,2016
　文山區,　　景仁里,0,1274,2637,3860,臺北市,2016
　文山區,　　景華里,0,1642,3319,4841,臺北市,2016
　文山區,　　萬有里,0,1496,3091,4521,臺北市,2016
　文山區,　　萬祥里,0,1233,2633,3866,臺北市,2016
　文山區,　　萬隆里,0,2130,4086,6000,臺北市,2016
　文山區,　　萬年里,0,1470,3136,4683,臺北市,2016
　文山區,　　萬和里,0,1227,1905,2787,臺北市,2016
　文山區,　　萬盛里,0,1427,2752,4119,臺北市,2016
　文山區,　　興豐里,0,1480,2837,4073,臺北市,2016
　文山區,　　興邦里,0,1589,2745,4046,臺北市,2016
　文山區,　　興光里,0,980,1903,2934,臺北市,2016
　文山區,　　興家里,0,2274,4291,6304,臺北市,2016
　文山區,　　興得里,0,1784,3401,5049,臺北市,2016
　文山區,　　興業里,0,1740,3112,4633,臺北市,2016
　文山區,　　興安里,0,2061,3690,5431,臺北市,2016
　文山區,　　興福里,0,1526,3219,4776,臺北市,2016
　文山區,　　興旺里,0,2453,4498,6907,臺北市,2016
　文山區,　　興泰里,0,1192,2298,3382,臺北市,2016
　文山區,　　興昌里,0,2006,3669,5629,臺北市,2016
　文山區,　　試院里,0,2137,3957,5768,臺北市,2016
　文山區,　　華興里,0,2451,4977,7288,臺北市,2016
　文山區,　　明義里,0,1090,1996,3185,臺北市,2016
　文山區,　　明興里,0,1969,3850,5849,臺北市,2016
　文山區,　　木柵里,0,2736,4996,7330,臺北市,2016
　文山區,　　木新里,0,2196,5063,8659,臺北市,2016
　文山區,　　順興里,0,1999,4284,6204,臺北市,2016
　文山區,　　忠順里,0,1285,2330,3418,臺北市,2016
　文山區,　　樟林里,0,2422,4740,7056,臺北市,2016
　文山區,　　樟新里,0,1535,3067,4527,臺北市,2016
　文山區,　　樟文里,0,1619,3478,5111,臺北市,2016
　文山區,　　樟腳里,0,1467,3179,4597,臺北市,2016
　文山區,　　樟樹里,0,1297,2731,4042,臺北市,2016
　文山區,　　萬芳里,0,2185,4342,6544,臺北市,2016
　文山區,　　萬美里,0,1952,3894,6091,臺北市,2016
　文山區,　　博嘉里,0,1394,3119,4734,臺北市,2016
　文山區,　　萬興里,0,1986,4626,6790,臺北市,2016
　文山區,　　政大里,0,1827,3797,5633,臺北市,2016
　文山區,　　指南里,0,739,2114,3173,臺北市,2016
　文山區,　　老泉里,0,117,503,749,臺北市,2016
　後壁區,　　後壁里,702,276,1021,1613,臺南市,2016
　後壁區,　　侯伯里,662,136,843,1312,臺南市,2016
　後壁區,　　嘉苳里,559,174,767,1238,臺南市,2016
　後壁區,　　土溝里,661,117,819,1298,臺南市,2016
　後壁區,　　嘉田里,574,91,686,1125,臺南市,2016
　後壁區,　　嘉民里,596,103,730,1142,臺南市,2016
　後壁區,　　菁豊里,322,97,440,737,臺南市,2016
　後壁區,　　崁頂里,220,48,276,462,臺南市,2016
　後壁區,　　後廍里,169,53,249,436,臺南市,2016
　後壁區,　　墨林里,320,103,442,714,臺南市,2016
　後壁區,　　菁寮里,147,63,233,380,臺南市,2016
　後壁區,　　新嘉里,538,71,632,1032,臺南市,2016
　後壁區,　　頂長里,261,49,336,496,臺南市,2016
　後壁區,　　平安里,449,132,618,970,臺南市,2016
　後壁區,　　仕安里,257,47,314,532,臺南市,2016
　後壁區,　　竹新里,820,88,949,1388,臺南市,2016
　後壁區,　　新東里,695,156,961,1612,臺南市,2016
　後壁區,　　頂安里,531,202,783,1238,臺南市,2016
　後壁區,　　長安里,517,210,754,1211,臺南市,2016
　後壁區,　　福安里,499,188,729,1190,臺南市,2016
　後壁區,　　烏樹里,363,63,448,710,臺南市,2016
　白河區,　　白河里,707,242,1010,1698,臺南市,2016
　白河區,　　永安里,1242,386,1721,2821,臺南市,2016
　白河區,　　外角里,582,148,792,1354,臺南市,2016
　白河區,　　庄內里,678,211,933,1579,臺南市,2016
　白河區,　　秀祐里,372,105,503,877,臺南市,2016
　白河區,　　河東里,594,152,791,1299,臺南市,2016
　白河區,　　虎山里,208,52,273,452,臺南市,2016
　白河區,　　大林里,263,41,351,610,臺南市,2016
　白河區,　　崁頭里,156,45,210,376,臺南市,2016
　白河區,　　六溪里,178,43,263,537,臺南市,2016
　白河區,　　關嶺里,432,139,603,1070,臺南市,2016
　白河區,　　仙草里,487,258,775,1375,臺南市,2016
　白河區,　　玉豐里,521,146,737,1196,臺南市,2016
　白河區,　　大竹里,613,186,842,1438,臺南市,2016
　白河區,　　詔安里,390,75,487,837,臺南市,2016
　白河區,　　廣安里,285,72,372,638,臺南市,2016
　白河區,　　蓮潭里,444,85,565,859,臺南市,2016
　白河區,　　竹門里,368,123,512,875,臺南市,2016
　白河區,　　崎內里,275,121,421,727,臺南市,2016
　白河區,　　昇安里,597,169,813,1300,臺南市,2016
　白河區,　　汴頭里,356,62,435,732,臺南市,2016
　白河區,　　內角里,357,71,449,712,臺南市,2016
　白河區,　　草店里,328,133,477,839,臺南市,2016
　白河區,　　甘宅里,260,53,321,598,臺南市,2016
　北門區,　　北門里,354,134,512,854,臺南市,2016
　北門區,　　永隆里,114,117,244,507,臺南市,2016
　北門區,　　永華里,156,30,191,368,臺南市,2016
　北門區,　　玉港里,359,92,469,745,臺南市,2016
　北門區,　　保吉里,550,182,757,1347,臺南市,2016
　北門區,　　東壁里,313,67,394,761,臺南市,2016
　北門區,　　鯤江里,361,58,433,752,臺南市,2016
　北門區,　　雙春里,183,76,266,483,臺南市,2016
　北門區,　　錦湖里,410,71,503,973,臺南市,2016
　北門區,　　慈安里,269,78,396,722,臺南市,2016
　北門區,　　三光里,551,108,711,1171,臺南市,2016
　北門區,　　中樞里,324,46,385,670,臺南市,2016
　北門區,　　仁里里,276,80,366,627,臺南市,2016
　學甲區,　　秀昌里,1142,269,1463,2311,臺南市,2016
　學甲區,　　明宜里,958,209,1214,1925,臺南市,2016
　學甲區,　　慈福里,880,290,1219,1903,臺南市,2016
　學甲區,　　仁得里,1826,473,2387,3775,臺南市,2016
　學甲區,　　新達里,898,311,1267,2112,臺南市,2016
　學甲區,　　新榮里,1037,210,1287,2053,臺南市,2016
　學甲區,　　大灣里,459,122,608,997,臺南市,2016
　學甲區,　　豐和里,636,90,753,1232,臺南市,2016
　學甲區,　　中洲里,649,161,846,1419,臺南市,2016
　學甲區,　　光華里,620,83,731,1246,臺南市,2016
　學甲區,　　宅港里,393,64,476,803,臺南市,2016
　學甲區,　　平和里,600,64,686,1073,臺南市,2016
　學甲區,　　三慶里,626,142,832,1420,臺南市,2016
　鹽水區,　　水秀里,655,195,917,1499,臺南市,2016
　鹽水區,　　福得里,258,95,376,605,臺南市,2016
　鹽水區,　　三生里,149,48,212,321,臺南市,2016
　鹽水區,　　武廟里,214,79,308,522,臺南市,2016
　鹽水區,　　中境里,188,92,306,499,臺南市,2016
　鹽水區,　　水仙里,141,55,212,342,臺南市,2016
　鹽水區,　　水正里,313,123,468,735,臺南市,2016
　鹽水區,　　橋南里,1431,500,2062,3547,臺南市,2016
　鹽水區,　　舊營里,397,45,471,763,臺南市,2016
　鹽水區,　　汫水里,481,54,571,951,臺南市,2016
　鹽水區,　　岸內里,1388,492,2035,3387,臺南市,2016
　鹽水區,　　義稠里,347,89,481,806,臺南市,2016
　鹽水區,　　下中里,332,58,411,739,臺南市,2016
　鹽水區,　　歡雅里,674,151,952,1656,臺南市,2016
　鹽水區,　　大莊里,230,46,309,505,臺南市,2016
　鹽水區,　　桐寮里,155,25,184,293,臺南市,2016
　鹽水區,　　後宅里,272,73,375,631,臺南市,2016
　鹽水區,　　孫厝里,171,43,240,425,臺南市,2016
　鹽水區,　　竹埔里,380,69,486,785,臺南市,2016
　鹽水區,　　下林里,211,21,239,370,臺南市,2016
　鹽水區,　　田寮里,136,25,167,245,臺南市,2016
　鹽水區,　　大豐里,130,34,194,332,臺南市,2016
　鹽水區,　　飯店里,178,49,247,400,臺南市,2016
　鹽水區,　　河南里,211,69,291,506,臺南市,2016
　鹽水區,　　南港里,434,123,582,890,臺南市,2016
　新營區,　　忠政里,1446,1089,2763,4551,臺南市,2016
　新營區,　　民權里,796,505,1427,2348,臺南市,2016
　新營區,　　三仙里,957,514,1677,2769,臺南市,2016
　新營區,　　好平里,279,127,458,767,臺南市,2016
　新營區,　　延平里,420,177,679,1127,臺南市,2016
　新營區,　　永生里,326,196,584,942,臺南市,2016
　新營區,　　大宏里,1118,545,1835,2958,臺南市,2016
　新營區,　　王公里,1447,742,2393,3976,臺南市,2016
　新營區,　　新東里,1937,1127,3365,5404,臺南市,2016
　新營區,　　中營里,432,165,701,1131,臺南市,2016
　新營區,　　土庫里,583,140,895,1412,臺南市,2016
　新營區,　　興安里,155,54,251,380,臺南市,2016
　新營區,　　南興里,858,419,1406,2423,臺南市,2016
　新營區,　　興業里,472,315,873,1403,臺南市,2016
　新營區,　　民生里,1143,520,1899,3172,臺南市,2016
　新營區,　　新北里,1487,803,2592,4360,臺南市,2016
　新營區,　　新南里,1537,763,2589,4243,臺南市,2016
　新營區,　　民榮里,1524,680,2464,4239,臺南市,2016
　新營區,　　埤寮里,671,221,990,1629,臺南市,2016
　新營區,　　護鎮里,601,176,845,1333,臺南市,2016
　新營區,　　太南里,615,120,832,1421,臺南市,2016
　新營區,　　太北里,718,162,1022,1641,臺南市,2016
　新營區,　　南紙里,1216,607,2047,3447,臺南市,2016
　新營區,　　嘉芳里,678,236,1033,1703,臺南市,2016
　新營區,　　舊廍里,92,13,205,301,臺南市,2016
　新營區,　　角帶里,154,49,243,413,臺南市,2016
　新營區,　　鐵線里,322,87,451,706,臺南市,2016
　新營區,　　五興里,396,84,533,929,臺南市,2016
　新營區,　　姑爺里,267,58,353,542,臺南市,2016
　柳營區,　　士林里,692,213,976,1596,臺南市,2016
　柳營區,　　光福里,793,308,1178,1806,臺南市,2016
　柳營區,　　中埕里,340,137,498,801,臺南市,2016
　柳營區,　　東昇里,1159,384,1660,2649,臺南市,2016
　柳營區,　　八翁里,565,179,807,1307,臺南市,2016
　柳營區,　　人和里,285,121,492,752,臺南市,2016
　柳營區,　　太康里,668,203,945,1488,臺南市,2016
　柳營區,　　重溪里,794,240,1103,1761,臺南市,2016
　柳營區,　　篤農里,609,170,817,1303,臺南市,2016
　柳營區,　　大農里,281,92,390,659,臺南市,2016
　柳營區,　　神農里,648,141,846,1397,臺南市,2016
　柳營區,　　果毅里,564,118,732,1222,臺南市,2016
　柳營區,　　旭山里,637,179,892,1601,臺南市,2016
　東山區,　　東山里,469,259,759,1394,臺南市,2016
　東山區,　　東中里,920,392,1393,2359,臺南市,2016
　東山區,　　東正里,551,229,826,1448,臺南市,2016
　東山區,　　大客里,367,161,552,1076,臺南市,2016
　東山區,　　三榮里,414,92,528,909,臺南市,2016
　東山區,　　科里里,526,190,744,1257,臺南市,2016
　東山區,　　東河里,389,91,505,873,臺南市,2016
　東山區,　　聖賢里,782,279,1145,1868,臺南市,2016
　東山區,　　南溪里,147,37,228,430,臺南市,2016
　東山區,　　水雲里,161,27,199,406,臺南市,2016
　東山區,　　林安里,172,34,211,358,臺南市,2016
　東山區,　　東原里,714,417,1170,2166,臺南市,2016
　東山區,　　嶺南里,255,82,346,700,臺南市,2016
　東山區,　　南勢里,386,156,561,1117,臺南市,2016
　東山區,　　青山里,375,187,588,1065,臺南市,2016
